Zone,value,zone,planning_year,model,agg_zone,case
12,2.1745428693068742,NYUP,2030,SWITCH,NE,full-base-200-tx-0
13,2.307221956941849,PJMC,2030,SWITCH,PJM,full-base-200-tx-0
14,2.268429090839321,PJMD,2030,SWITCH,PJM,full-base-200-tx-0
15,2.3179516936004387,PJME,2030,SWITCH,PJM,full-base-200-tx-0
16,2.300074146172027,PJMW,2030,SWITCH,PJM,full-base-200-tx-0
17,2.1949937122945684,RMRG,2030,SWITCH,WECC,full-base-200-tx-0
18,2.247608375478144,SPPC,2030,SWITCH,SPP,full-base-200-tx-0
19,2.1124973902401063,SPPN,2030,SWITCH,SPP,full-base-200-tx-0
20,2.1485474745669486,SPPS,2030,SWITCH,SPP,full-base-200-tx-0
21,2.2789435206304876,SRCA,2030,SWITCH,SOU,full-base-200-tx-0
22,2.3313489824479285,SRCE,2030,SWITCH,MISO,full-base-200-tx-0
23,2.3336689842577405,SRSE,2030,SWITCH,SOU,full-base-200-tx-0
24,2.284605251685066,SRSG,2030,SWITCH,WECC,full-base-200-tx-0
25,2.5845699921806298,TRE,2030,SWITCH,TRE,full-base-200-tx-0
26,2.2168388745357537,TREW,2030,SWITCH,TRE,full-base-200-tx-0
1,2.673128003994496,BASN,2035,SWITCH,WECC,full-base-200-tx-0
2,2.6228664830615993,CANO,2035,SWITCH,CA,full-base-200-tx-0
3,2.665845224740871,CASO,2035,SWITCH,CA,full-base-200-tx-0
4,2.9605885786443125,FRCC,2035,SWITCH,SOU,full-base-200-tx-0
5,64643.77524178542,ISNE,2035,SWITCH,NE,full-base-200-tx-0
6,2.7515705078271635,MISC,2035,SWITCH,MISO,full-base-200-tx-0
7,2.9229823296258632,MISE,2035,SWITCH,MISO,full-base-200-tx-0
8,2.761492112417662,MISS,2035,SWITCH,MISO,full-base-200-tx-0
9,2.999053342480191,MISW,2035,SWITCH,MISO,full-base-200-tx-0
10,182.8496080748612,NWPP,2035,SWITCH,WECC,full-base-200-tx-0
11,17391.757881779387,NYCW,2035,SWITCH,NE,full-base-200-tx-0
12,2.672804174440283,NYUP,2035,SWITCH,NE,full-base-200-tx-0
13,2.968271042151814,PJMC,2035,SWITCH,PJM,full-base-200-tx-0
14,2.706597445172356,PJMD,2035,SWITCH,PJM,full-base-200-tx-0
15,7154.53113025113,PJME,2035,SWITCH,PJM,full-base-200-tx-0
16,2.7631970592190505,PJMW,2035,SWITCH,PJM,full-base-200-tx-0
17,2.6757223720376144,RMRG,2035,SWITCH,WECC,full-base-200-tx-0
18,2.7783396251121553,SPPC,2035,SWITCH,SPP,full-base-200-tx-0
19,2.784643517591968,SPPN,2035,SWITCH,SPP,full-base-200-tx-0
20,2.644330638199842,SPPS,2035,SWITCH,SPP,full-base-200-tx-0
21,2.7474692717234954,SRCA,2035,SWITCH,SOU,full-base-200-tx-0
22,2.791629493315388,SRCE,2035,SWITCH,MISO,full-base-200-tx-0
23,2.7493610689646246,SRSE,2035,SWITCH,SOU,full-base-200-tx-0
24,3.027124138508187,SRSG,2035,SWITCH,WECC,full-base-200-tx-0
25,2.9768548841488744,TRE,2035,SWITCH,TRE,full-base-200-tx-0
26,2.6675538707228266,TREW,2035,SWITCH,TRE,full-base-200-tx-0
1,6588.184720612725,BASN,2040,SWITCH,WECC,full-base-200-tx-0
2,2.9261592667169505,CANO,2040,SWITCH,CA,full-base-200-tx-0
3,3.006953924664946,CASO,2040,SWITCH,CA,full-base-200-tx-0
4,3.097002790349109,FRCC,2040,SWITCH,SOU,full-base-200-tx-0
5,102865.11993356746,ISNE,2040,SWITCH,NE,full-base-200-tx-0
6,3.002189097376024,MISC,2040,SWITCH,MISO,full-base-200-tx-0
7,3.236044273760871,MISE,2040,SWITCH,MISO,full-base-200-tx-0
8,3.0018682758187913,MISS,2040,SWITCH,MISO,full-base-200-tx-0
9,2559.726865662018,MISW,2040,SWITCH,MISO,full-base-200-tx-0
10,33316.17459116621,NWPP,2040,SWITCH,WECC,full-base-200-tx-0
11,29468.375916793713,NYCW,2040,SWITCH,NE,full-base-200-tx-0
12,3.0230427434664615,NYUP,2040,SWITCH,NE,full-base-200-tx-0
13,2.9917849846781,PJMC,2040,SWITCH,PJM,full-base-200-tx-0
14,3.0147323274477222,PJMD,2040,SWITCH,PJM,full-base-200-tx-0
15,11657.581412557747,PJME,2040,SWITCH,PJM,full-base-200-tx-0
16,3.0550380559922,PJMW,2040,SWITCH,PJM,full-base-200-tx-0
17,2626.6983441043326,RMRG,2040,SWITCH,WECC,full-base-200-tx-0
18,2.848203729584154,SPPC,2040,SWITCH,SPP,full-base-200-tx-0
19,2.7992326871604307,SPPN,2040,SWITCH,SPP,full-base-200-tx-0
20,2.7732044081814617,SPPS,2040,SWITCH,SPP,full-base-200-tx-0
21,3.0057292865760106,SRCA,2040,SWITCH,SOU,full-base-200-tx-0
22,3.0017970465356267,SRCE,2040,SWITCH,MISO,full-base-200-tx-0
23,3.021573634424842,SRSE,2040,SWITCH,SOU,full-base-200-tx-0
24,3.283943305756096,SRSG,2040,SWITCH,WECC,full-base-200-tx-0
25,3.17201741022168,TRE,2040,SWITCH,TRE,full-base-200-tx-0
26,2.858382955527811,TREW,2040,SWITCH,TRE,full-base-200-tx-0
1,7453.948293313698,BASN,2045,SWITCH,WECC,full-base-200-tx-0
2,2.8805750856247867,CANO,2045,SWITCH,CA,full-base-200-tx-0
3,2.9638042185769895,CASO,2045,SWITCH,CA,full-base-200-tx-0
4,3.1294981472571086,FRCC,2045,SWITCH,SOU,full-base-200-tx-0
5,109554.5826888736,ISNE,2045,SWITCH,NE,full-base-200-tx-0
6,2.9614670892005615,MISC,2045,SWITCH,MISO,full-base-200-tx-0
7,269.15977821810776,MISE,2045,SWITCH,MISO,full-base-200-tx-0
8,2.9851315453894314,MISS,2045,SWITCH,MISO,full-base-200-tx-0
9,14292.662961313836,MISW,2045,SWITCH,MISO,full-base-200-tx-0
10,79569.74955456302,NWPP,2045,SWITCH,WECC,full-base-200-tx-0
11,42016.8467225697,NYCW,2045,SWITCH,NE,full-base-200-tx-0
12,2.8659568753859457,NYUP,2045,SWITCH,NE,full-base-200-tx-0
13,3.033741611934481,PJMC,2045,SWITCH,PJM,full-base-200-tx-0
14,2.7674147358986425,PJMD,2045,SWITCH,PJM,full-base-200-tx-0
15,18150.687781005443,PJME,2045,SWITCH,PJM,full-base-200-tx-0
16,3.005713327821536,PJMW,2045,SWITCH,PJM,full-base-200-tx-0
17,5452.674755065899,RMRG,2045,SWITCH,WECC,full-base-200-tx-0
18,3282.317170365958,SPPC,2045,SWITCH,SPP,full-base-200-tx-0
19,3218.48868718669,SPPN,2045,SWITCH,SPP,full-base-200-tx-0
20,1268.9818208104614,SPPS,2045,SWITCH,SPP,full-base-200-tx-0
21,2.9850398806227556,SRCA,2045,SWITCH,SOU,full-base-200-tx-0
22,3.341971510361722,SRCE,2045,SWITCH,MISO,full-base-200-tx-0
23,3.0221269316082706,SRSE,2045,SWITCH,SOU,full-base-200-tx-0
24,3.2199567332514443,SRSG,2045,SWITCH,WECC,full-base-200-tx-0
25,2747.3123774865003,TRE,2045,SWITCH,TRE,full-base-200-tx-0
26,2.772559647744485,TREW,2045,SWITCH,TRE,full-base-200-tx-0
1,12319.1838330281,BASN,2050,SWITCH,WECC,full-base-200-tx-0
2,9.175721911027765,CANO,2050,SWITCH,CA,full-base-200-tx-0
3,9.257009434216547,CASO,2050,SWITCH,CA,full-base-200-tx-0
4,9.315552756649382,FRCC,2050,SWITCH,SOU,full-base-200-tx-0
5,93363.40600212725,ISNE,2050,SWITCH,NE,full-base-200-tx-0
6,885.4314979180368,MISC,2050,SWITCH,MISO,full-base-200-tx-0
7,3450.111260845413,MISE,2050,SWITCH,MISO,full-base-200-tx-0
8,9.269137710950258,MISS,2050,SWITCH,MISO,full-base-200-tx-0
9,20868.354021641484,MISW,2050,SWITCH,MISO,full-base-200-tx-0
10,78105.48716141314,NWPP,2050,SWITCH,WECC,full-base-200-tx-0
11,38878.220635040016,NYCW,2050,SWITCH,NE,full-base-200-tx-0
12,9.066662915419586,NYUP,2050,SWITCH,NE,full-base-200-tx-0
13,9.113982589673334,PJMC,2050,SWITCH,PJM,full-base-200-tx-0
14,1963.86335791213,PJMD,2050,SWITCH,PJM,full-base-200-tx-0
15,12841.33446160427,PJME,2050,SWITCH,PJM,full-base-200-tx-0
16,9.297046129181185,PJMW,2050,SWITCH,PJM,full-base-200-tx-0
17,5672.001622425569,RMRG,2050,SWITCH,WECC,full-base-200-tx-0
18,4912.803130181274,SPPC,2050,SWITCH,SPP,full-base-200-tx-0
19,5157.095334518697,SPPN,2050,SWITCH,SPP,full-base-200-tx-0
20,6495.608582349373,SPPS,2050,SWITCH,SPP,full-base-200-tx-0
21,729.2116114417425,SRCA,2050,SWITCH,SOU,full-base-200-tx-0
22,9.356047713690042,SRCE,2050,SWITCH,MISO,full-base-200-tx-0
23,9.251970423953422,SRSE,2050,SWITCH,SOU,full-base-200-tx-0
24,9.235256230811762,SRSG,2050,SWITCH,WECC,full-base-200-tx-0
25,8347.86086896921,TRE,2050,SWITCH,TRE,full-base-200-tx-0
26,485.6127041740495,TREW,2050,SWITCH,TRE,full-base-200-tx-0
1,5.397316517658485,BASN,2027,TEMOA,WECC,full-base-200-tx-0
2,5.391222225809579,CANO,2027,TEMOA,CA,full-base-200-tx-0
3,5.394504140296217,CASO,2027,TEMOA,CA,full-base-200-tx-0
4,5.519013488494171,FRCC,2027,TEMOA,SOU,full-base-200-tx-0
5,20459.157939597735,ISNE,2027,TEMOA,NE,full-base-200-tx-0
6,5.404502758914143,MISC,2027,TEMOA,MISO,full-base-200-tx-0
7,5.428329023904284,MISE,2027,TEMOA,MISO,full-base-200-tx-0
8,5.480803312732257,MISS,2027,TEMOA,MISO,full-base-200-tx-0
9,5.465128379813078,MISW,2027,TEMOA,MISO,full-base-200-tx-0
10,5.406138392156173,NWPP,2027,TEMOA,WECC,full-base-200-tx-0
11,6517.997759879071,NYCW,2027,TEMOA,NE,full-base-200-tx-0
12,5.392575298403913,NYUP,2027,TEMOA,NE,full-base-200-tx-0
13,5.412664805837624,PJMC,2027,TEMOA,PJM,full-base-200-tx-0
14,5.408393158538282,PJMD,2027,TEMOA,PJM,full-base-200-tx-0
15,5.4478067453654075,PJME,2027,TEMOA,PJM,full-base-200-tx-0
16,5.4150391168792655,PJMW,2027,TEMOA,PJM,full-base-200-tx-0
17,5.388525765253758,RMRG,2027,TEMOA,WECC,full-base-200-tx-0
18,5.417452004118395,SPPC,2027,TEMOA,SPP,full-base-200-tx-0
19,5.394191739539533,SPPN,2027,TEMOA,SPP,full-base-200-tx-0
20,5.414457256423221,SPPS,2027,TEMOA,SPP,full-base-200-tx-0
21,5.4026017549319665,SRCA,2027,TEMOA,SOU,full-base-200-tx-0
22,5.421286389681257,SRCE,2027,TEMOA,MISO,full-base-200-tx-0
23,5.4362721012228326,SRSE,2027,TEMOA,SOU,full-base-200-tx-0
24,5.476011888903245,SRSG,2027,TEMOA,WECC,full-base-200-tx-0
25,5.484645436688462,TRE,2027,TEMOA,TRE,full-base-200-tx-0
26,5.39424363587648,TREW,2027,TEMOA,TRE,full-base-200-tx-0
1,4.283157577642581,BASN,2030,TEMOA,WECC,full-base-200-tx-0
2,4.296759724410793,CANO,2030,TEMOA,CA,full-base-200-tx-0
3,4.322774745211573,CASO,2030,TEMOA,CA,full-base-200-tx-0
4,4.369525089274353,FRCC,2030,TEMOA,SOU,full-base-200-tx-0
5,28020.24339944641,ISNE,2030,TEMOA,NE,full-base-200-tx-0
6,4.310946696649519,MISC,2030,TEMOA,MISO,full-base-200-tx-0
7,4.321263341000566,MISE,2030,TEMOA,MISO,full-base-200-tx-0
8,4.304127855313599,MISS,2030,TEMOA,MISO,full-base-200-tx-0
9,4.336573395370671,MISW,2030,TEMOA,MISO,full-base-200-tx-0
10,4.296422925075453,NWPP,2030,TEMOA,WECC,full-base-200-tx-0
11,3328.663736223025,NYCW,2030,TEMOA,NE,full-base-200-tx-0
12,4.251246964471208,NYUP,2030,TEMOA,NE,full-base-200-tx-0
13,4.304611354055484,PJMC,2030,TEMOA,PJM,full-base-200-tx-0
14,4.301115196343415,PJMD,2030,TEMOA,PJM,full-base-200-tx-0
15,4.337711853070799,PJME,2030,TEMOA,PJM,full-base-200-tx-0
16,4.327466094230482,PJMW,2030,TEMOA,PJM,full-base-200-tx-0
17,4.279056420784897,RMRG,2030,TEMOA,WECC,full-base-200-tx-0
18,4.281338267400037,SPPC,2030,TEMOA,SPP,full-base-200-tx-0
19,4.215026877117571,SPPN,2030,TEMOA,SPP,full-base-200-tx-0
20,4.266022064882202,SPPS,2030,TEMOA,SPP,full-base-200-tx-0
21,4.319693145137577,SRCA,2030,TEMOA,SOU,full-base-200-tx-0
22,4.329243605253594,SRCE,2030,TEMOA,MISO,full-base-200-tx-0
23,4.333490726650191,SRSE,2030,TEMOA,SOU,full-base-200-tx-0
24,4.315180803089727,SRSG,2030,TEMOA,WECC,full-base-200-tx-0
25,4.381288359222034,TRE,2030,TEMOA,TRE,full-base-200-tx-0
26,4.254641385754387,TREW,2030,TEMOA,TRE,full-base-200-tx-0
1,2.37216210457105,BASN,2035,TEMOA,WECC,full-base-200-tx-0
2,2.2229139061331415,CANO,2035,TEMOA,CA,full-base-200-tx-0
3,2.3278347288505494,CASO,2035,TEMOA,CA,full-base-200-tx-0
4,2.4388316860855723,FRCC,2035,TEMOA,SOU,full-base-200-tx-0
5,83783.69813774148,ISNE,2035,TEMOA,NE,full-base-200-tx-0
6,2.2993949410960184,MISC,2035,TEMOA,MISO,full-base-200-tx-0
7,2.361199375782534,MISE,2035,TEMOA,MISO,full-base-200-tx-0
8,2.303097849295196,MISS,2035,TEMOA,MISO,full-base-200-tx-0
9,2.2074713857241335,MISW,2035,TEMOA,MISO,full-base-200-tx-0
10,2.237812488330578,NWPP,2035,TEMOA,WECC,full-base-200-tx-0
11,17224.255911560736,NYCW,2035,TEMOA,NE,full-base-200-tx-0
12,2.3650123520189124,NYUP,2035,TEMOA,NE,full-base-200-tx-0
13,2.2983114248682353,PJMC,2035,TEMOA,PJM,full-base-200-tx-0
14,2.2438996979311674,PJMD,2035,TEMOA,PJM,full-base-200-tx-0
15,9371.680653675832,PJME,2035,TEMOA,PJM,full-base-200-tx-0
16,2.3508956430590406,PJMW,2035,TEMOA,PJM,full-base-200-tx-0
17,2.126313496226169,RMRG,2035,TEMOA,WECC,full-base-200-tx-0
18,2.194363276627147,SPPC,2035,TEMOA,SPP,full-base-200-tx-0
19,2.1265020852179566,SPPN,2035,TEMOA,SPP,full-base-200-tx-0
20,2.1560606186719378,SPPS,2035,TEMOA,SPP,full-base-200-tx-0
21,2.300121886920466,SRCA,2035,TEMOA,SOU,full-base-200-tx-0
22,2.3353367053609135,SRCE,2035,TEMOA,MISO,full-base-200-tx-0
23,2.3749373799821796,SRSE,2035,TEMOA,SOU,full-base-200-tx-0
24,2.1895453387202335,SRSG,2035,TEMOA,WECC,full-base-200-tx-0
25,2.50190704481659,TRE,2035,TEMOA,TRE,full-base-200-tx-0
26,2.222631411062574,TREW,2035,TEMOA,TRE,full-base-200-tx-0
1,2443.445386112612,BASN,2040,TEMOA,WECC,full-base-200-tx-0
2,2.088191883043893,CANO,2040,TEMOA,CA,full-base-200-tx-0
3,2.1370178687204144,CASO,2040,TEMOA,CA,full-base-200-tx-0
4,2.2824154769848852,FRCC,2040,TEMOA,SOU,full-base-200-tx-0
5,90930.70511231596,ISNE,2040,TEMOA,NE,full-base-200-tx-0
6,2.1700693808847693,MISC,2040,TEMOA,MISO,full-base-200-tx-0
7,2.2197615961697776,MISE,2040,TEMOA,MISO,full-base-200-tx-0
8,2.1816023074304036,MISS,2040,TEMOA,MISO,full-base-200-tx-0
9,2795.7055906548107,MISW,2040,TEMOA,MISO,full-base-200-tx-0
10,1582.914039687217,NWPP,2040,TEMOA,WECC,full-base-200-tx-0
11,24364.825128006574,NYCW,2040,TEMOA,NE,full-base-200-tx-0
12,2.170327552245229,NYUP,2040,TEMOA,NE,full-base-200-tx-0
13,2.1922248525868726,PJMC,2040,TEMOA,PJM,full-base-200-tx-0
14,2.098116329374817,PJMD,2040,TEMOA,PJM,full-base-200-tx-0
15,11918.403190239564,PJME,2040,TEMOA,PJM,full-base-200-tx-0
16,2.141945564627174,PJMW,2040,TEMOA,PJM,full-base-200-tx-0
17,2952.4035184393283,RMRG,2040,TEMOA,WECC,full-base-200-tx-0
18,2.1514879489155208,SPPC,2040,TEMOA,SPP,full-base-200-tx-0
19,2.122623354383034,SPPN,2040,TEMOA,SPP,full-base-200-tx-0
20,2.0939660096038635,SPPS,2040,TEMOA,SPP,full-base-200-tx-0
21,2.1597730210305897,SRCA,2040,TEMOA,SOU,full-base-200-tx-0
22,2.175269131162215,SRCE,2040,TEMOA,MISO,full-base-200-tx-0
23,2.188088902005753,SRSE,2040,TEMOA,SOU,full-base-200-tx-0
24,2.2599296897162624,SRSG,2040,TEMOA,WECC,full-base-200-tx-0
25,2.251990054843598,TRE,2040,TEMOA,TRE,full-base-200-tx-0
26,2.107780349225125,TREW,2040,TEMOA,TRE,full-base-200-tx-0
1,6609.4527039546165,BASN,2045,TEMOA,WECC,full-base-200-tx-0
2,6.8517624485398745,CANO,2045,TEMOA,CA,full-base-200-tx-0
3,7.127453178835492,CASO,2045,TEMOA,CA,full-base-200-tx-0
4,6.995087136950262,FRCC,2045,TEMOA,SOU,full-base-200-tx-0
5,96265.256176125,ISNE,2045,TEMOA,NE,full-base-200-tx-0
6,6.966330977058354,MISC,2045,TEMOA,MISO,full-base-200-tx-0
7,510.7761600391811,MISE,2045,TEMOA,MISO,full-base-200-tx-0
8,6.861007411206993,MISS,2045,TEMOA,MISO,full-base-200-tx-0
9,12750.103196889517,MISW,2045,TEMOA,MISO,full-base-200-tx-0
10,1185.6390171202802,NWPP,2045,TEMOA,WECC,full-base-200-tx-0
11,28993.950666962948,NYCW,2045,TEMOA,NE,full-base-200-tx-0
12,6.566527561535262,NYUP,2045,TEMOA,NE,full-base-200-tx-0
13,7.0246654939358315,PJMC,2045,TEMOA,PJM,full-base-200-tx-0
14,6.497587529315168,PJMD,2045,TEMOA,PJM,full-base-200-tx-0
15,17860.972136444,PJME,2045,TEMOA,PJM,full-base-200-tx-0
16,7.045863202277895,PJMW,2045,TEMOA,PJM,full-base-200-tx-0
17,5035.875585793788,RMRG,2045,TEMOA,WECC,full-base-200-tx-0
18,3990.5037595957074,SPPC,2045,TEMOA,SPP,full-base-200-tx-0
19,2151.6474609794795,SPPN,2045,TEMOA,SPP,full-base-200-tx-0
20,1097.5474253597029,SPPS,2045,TEMOA,SPP,full-base-200-tx-0
21,6.9921863612217,SRCA,2045,TEMOA,SOU,full-base-200-tx-0
22,6.9806572601606645,SRCE,2045,TEMOA,MISO,full-base-200-tx-0
23,7.07439871738601,SRSE,2045,TEMOA,SOU,full-base-200-tx-0
24,6.685018371801038,SRSG,2045,TEMOA,WECC,full-base-200-tx-0
25,2481.18898195999,TRE,2045,TEMOA,TRE,full-base-200-tx-0
26,6.489576048176668,TREW,2045,TEMOA,TRE,full-base-200-tx-0
1,11855.661315865082,BASN,2050,TEMOA,WECC,full-base-200-tx-0
2,11.633697161092336,CANO,2050,TEMOA,CA,full-base-200-tx-0
3,11.950111978697509,CASO,2050,TEMOA,CA,full-base-200-tx-0
4,12.205691237519988,FRCC,2050,TEMOA,SOU,full-base-200-tx-0
5,89302.2550649128,ISNE,2050,TEMOA,NE,full-base-200-tx-0
6,3655.916494601602,MISC,2050,TEMOA,MISO,full-base-200-tx-0
7,2822.690188345045,MISE,2050,TEMOA,MISO,full-base-200-tx-0
8,11.854122881949666,MISS,2050,TEMOA,MISO,full-base-200-tx-0
9,24561.80555656188,MISW,2050,TEMOA,MISO,full-base-200-tx-0
10,827.4700321036275,NWPP,2050,TEMOA,WECC,full-base-200-tx-0
11,29467.919837988036,NYCW,2050,TEMOA,NE,full-base-200-tx-0
12,11.478773660592996,NYUP,2050,TEMOA,NE,full-base-200-tx-0
13,11.696485626759904,PJMC,2050,TEMOA,PJM,full-base-200-tx-0
14,2747.378132357754,PJMD,2050,TEMOA,PJM,full-base-200-tx-0
15,14580.030816839668,PJME,2050,TEMOA,PJM,full-base-200-tx-0
16,12.089439235192945,PJMW,2050,TEMOA,PJM,full-base-200-tx-0
17,7784.587962751428,RMRG,2050,TEMOA,WECC,full-base-200-tx-0
18,5506.789993344057,SPPC,2050,TEMOA,SPP,full-base-200-tx-0
19,4219.771622134244,SPPN,2050,TEMOA,SPP,full-base-200-tx-0
20,5818.052660913833,SPPS,2050,TEMOA,SPP,full-base-200-tx-0
21,2205.8439871425444,SRCA,2050,TEMOA,SOU,full-base-200-tx-0
22,12.723583208282092,SRCE,2050,TEMOA,MISO,full-base-200-tx-0
23,12.126821530927714,SRSE,2050,TEMOA,SOU,full-base-200-tx-0
24,11.9155669711523,SRSG,2050,TEMOA,WECC,full-base-200-tx-0
25,8699.993549774179,TRE,2050,TEMOA,TRE,full-base-200-tx-0
26,11.616741748869453,TREW,2050,TEMOA,TRE,full-base-200-tx-0
1,5.36001562737559,BASN,2027,USENSYS,WECC,full-base-200-tx-0
2,5.354842964680991,CANO,2027,USENSYS,CA,full-base-200-tx-0
3,5.3587544884835,CASO,2027,USENSYS,CA,full-base-200-tx-0
4,5.506317205480241,FRCC,2027,USENSYS,SOU,full-base-200-tx-0
5,126.92426709515472,ISNE,2027,USENSYS,NE,full-base-200-tx-0
6,5.368744013724998,MISC,2027,USENSYS,MISO,full-base-200-tx-0
7,5.399079604733616,MISE,2027,USENSYS,MISO,full-base-200-tx-0
8,5.460782294730627,MISS,2027,USENSYS,MISO,full-base-200-tx-0
9,5.438201929012121,MISW,2027,USENSYS,MISO,full-base-200-tx-0
10,5.37071524214977,NWPP,2027,USENSYS,WECC,full-base-200-tx-0
11,5.403272784869399,NYCW,2027,USENSYS,NE,full-base-200-tx-0
12,5.356976423149054,NYUP,2027,USENSYS,NE,full-base-200-tx-0
13,5.379694870376806,PJMC,2027,USENSYS,PJM,full-base-200-tx-0
14,5.373537659346361,PJMD,2027,USENSYS,PJM,full-base-200-tx-0
15,5.424121886287778,PJME,2027,USENSYS,PJM,full-base-200-tx-0
16,5.381722575692072,PJMW,2027,USENSYS,PJM,full-base-200-tx-0
17,5.349958945922877,RMRG,2027,USENSYS,WECC,full-base-200-tx-0
18,5.3869254956745936,SPPC,2027,USENSYS,SPP,full-base-200-tx-0
19,5.3570627739082015,SPPN,2027,USENSYS,SPP,full-base-200-tx-0
20,5.381630533504369,SPPS,2027,USENSYS,SPP,full-base-200-tx-0
21,5.3683693046068335,SRCA,2027,USENSYS,SOU,full-base-200-tx-0
22,5.389619805608126,SRCE,2027,USENSYS,MISO,full-base-200-tx-0
23,5.408243115002301,SRSE,2027,USENSYS,SOU,full-base-200-tx-0
24,5.454237697061322,SRSG,2027,USENSYS,WECC,full-base-200-tx-0
25,5.466486516647932,TRE,2027,USENSYS,TRE,full-base-200-tx-0
26,5.3606211271319655,TREW,2027,USENSYS,TRE,full-base-200-tx-0
1,3.138437044240328,BASN,2030,USENSYS,WECC,full-base-200-tx-0
2,3.0798057402780463,CANO,2030,USENSYS,CA,full-base-200-tx-0
3,3.175471200057615,CASO,2030,USENSYS,CA,full-base-200-tx-0
4,3.5804187376294054,FRCC,2030,USENSYS,SOU,full-base-200-tx-0
5,3.3467096173131905,ISNE,2030,USENSYS,NE,full-base-200-tx-0
6,3.2525573361781777,MISC,2030,USENSYS,MISO,full-base-200-tx-0
7,3.3707377132577623,MISE,2030,USENSYS,MISO,full-base-200-tx-0
8,3.247102433148152,MISS,2030,USENSYS,MISO,full-base-200-tx-0
9,3.4824730795247576,MISW,2030,USENSYS,MISO,full-base-200-tx-0
10,3.1464247519924027,NWPP,2030,USENSYS,WECC,full-base-200-tx-0
11,3.2570333888395213,NYCW,2030,USENSYS,NE,full-base-200-tx-0
12,3.1561550162860845,NYUP,2030,USENSYS,NE,full-base-200-tx-0
13,3.3369315506223796,PJMC,2030,USENSYS,PJM,full-base-200-tx-0
14,3.264285100673294,PJMD,2030,USENSYS,PJM,full-base-200-tx-0
15,3.284331244329545,PJME,2030,USENSYS,PJM,full-base-200-tx-0
16,3.2764584384159035,PJMW,2030,USENSYS,PJM,full-base-200-tx-0
17,3.157465722048633,RMRG,2030,USENSYS,WECC,full-base-200-tx-0
18,3.3080166454869224,SPPC,2030,USENSYS,SPP,full-base-200-tx-0
19,3.0939740841046435,SPPN,2030,USENSYS,SPP,full-base-200-tx-0
20,3.0878193478848956,SPPS,2030,USENSYS,SPP,full-base-200-tx-0
21,3.266862460839082,SRCA,2030,USENSYS,SOU,full-base-200-tx-0
22,3.3437263077424277,SRCE,2030,USENSYS,MISO,full-base-200-tx-0
23,3.3533473148587207,SRSE,2030,USENSYS,SOU,full-base-200-tx-0
24,3.264063572986679,SRSG,2030,USENSYS,WECC,full-base-200-tx-0
25,3.656421213520237,TRE,2030,USENSYS,TRE,full-base-200-tx-0
26,3.2084504694778624,TREW,2030,USENSYS,TRE,full-base-200-tx-0
1,5.056678898334538,BASN,2035,USENSYS,WECC,full-base-200-tx-0
2,5.1902021737468464,CANO,2035,USENSYS,CA,full-base-200-tx-0
3,5.297572389631238,CASO,2035,USENSYS,CA,full-base-200-tx-0
4,6.060168965868988,FRCC,2035,USENSYS,SOU,full-base-200-tx-0
5,5.288602162907127,ISNE,2035,USENSYS,NE,full-base-200-tx-0
6,5.489273673644925,MISC,2035,USENSYS,MISO,full-base-200-tx-0
7,5.770467482709246,MISE,2035,USENSYS,MISO,full-base-200-tx-0
8,5.530665813238809,MISS,2035,USENSYS,MISO,full-base-200-tx-0
9,5.932744949326289,MISW,2035,USENSYS,MISO,full-base-200-tx-0
10,194.52855199341332,NWPP,2035,USENSYS,WECC,full-base-200-tx-0
11,4.8395125526254565,NYCW,2035,USENSYS,NE,full-base-200-tx-0
12,4.897019918622433,NYUP,2035,USENSYS,NE,full-base-200-tx-0
13,5.912906773877744,PJMC,2035,USENSYS,PJM,full-base-200-tx-0
14,5.112739013843815,PJMD,2035,USENSYS,PJM,full-base-200-tx-0
15,5.491901590337719,PJME,2035,USENSYS,PJM,full-base-200-tx-0
16,5.576069703781043,PJMW,2035,USENSYS,PJM,full-base-200-tx-0
17,5.096471578078096,RMRG,2035,USENSYS,WECC,full-base-200-tx-0
18,5.336496292785903,SPPC,2035,USENSYS,SPP,full-base-200-tx-0
19,5.346506995972296,SPPN,2035,USENSYS,SPP,full-base-200-tx-0
20,5.130164450294687,SPPS,2035,USENSYS,SPP,full-base-200-tx-0
21,5.5314579966448925,SRCA,2035,USENSYS,SOU,full-base-200-tx-0
22,5.588847577133213,SRCE,2035,USENSYS,MISO,full-base-200-tx-0
23,5.573180104681284,SRSE,2035,USENSYS,SOU,full-base-200-tx-0
24,6.1256251342060715,SRSG,2035,USENSYS,WECC,full-base-200-tx-0
25,6.110475426175864,TRE,2035,USENSYS,TRE,full-base-200-tx-0
26,4.97575478601257,TREW,2035,USENSYS,TRE,full-base-200-tx-0
1,3.1893969009906615,BASN,2040,USENSYS,WECC,full-base-200-tx-0
2,3.08958136509576,CANO,2040,USENSYS,CA,full-base-200-tx-0
3,3.196221516637835,CASO,2040,USENSYS,CA,full-base-200-tx-0
4,3.458374052149166,FRCC,2040,USENSYS,SOU,full-base-200-tx-0
5,490.74922780386487,ISNE,2040,USENSYS,NE,full-base-200-tx-0
6,3.242919705836739,MISC,2040,USENSYS,MISO,full-base-200-tx-0
7,3.429398787018102,MISE,2040,USENSYS,MISO,full-base-200-tx-0
